t,ax,ay,az,gx,gy,gz,mag_valid,mx,my,mz,
12394,15966,-297,-457,-2966,-179,-41,1,-127,1575,293,
12415,15989,-231,-283,-3451,-202,-24,1,-130,1580,302,
12435,16016,-181,-101,-3971,-90,-2,1,-129,1575,303,
12455,16030,-157,75,-4487,92,18,1,-123,1591,299,
12476,16032,-170,242,-5001,239,35,1,-120,1570,310,
12496,16099,-192,455,-5543,307,32,1,-113,1581,305,
12517,16171,-197,709,-6020,315,23,1,-119,1569,307,
12537,16247,-197,1011,-6468,346,24,1,-116,1576,308,
12557,16187,-144,1248,-6931,404,10,1,-115,1577,309,
12578,16061,-90,1445,-7391,390,-34,1,-115,1577,307,
12598,15980,-60,1702,-7881,291,-88,1,-115,1577,313,
12618,15932,-58,2091,-8278,245,-132,1,-107,1577,313,
12639,15878,-59,2525,-8451,214,-186,1,-102,1576,310,
12659,15798,-77,2931,-8565,151,-224,1,-103,1569,313,
12680,15650,-79,3316,-8671,215,-290,1,-106,1576,306,
12700,15483,-68,3663,-8804,311,-366,1,-101,1575,315,
12720,15366,-80,3988,-8963,324,-429,1,-98,1574,322,
12740,15201,-160,4340,-9210,345,-444,1,-95,1579,319,
12761,14955,-287,4735,-9486,526,-399,1,-96,1576,314,
12781,14682,-386,5154,-9735,733,-304,1,-86,1574,328,
12802,14452,-452,5518,-9915,753,-185,1,-85,1575,317,
12822,14345,-492,5839,-10057,636,-47,1,-89,1575,319,
12843,14254,-503,6251,-10195,524,123,1,-88,1568,320,
12863,14100,-488,6660,-10227,460,273,1,-82,1578,314,
12883,14032,-468,6998,-10280,412,400,1,-86,1576,320,
12903,13931,-412,7397,-10305,299,515,1,-83,1569,323,
12924,13813,-310,7772,-10296,-6,595,1,-77,1577,323,
12944,13717,-66,8139,-10224,-488,575,1,-64,1578,326,
12965,13611,158,8634,-10152,-946,428,1,-71,1577,327,
12985,13336,227,9227,-10064,-1055,177,1,-67,1577,323,
13005,13002,126,9691,-9931,-917,-47,1,-68,1570,322,
13026,12695,31,9904,-9888,-726,-170,1,-68,1564,330,
13046,12448,-68,10171,-9905,-529,-247,1,-62,1574,328,
13066,12200,-161,10567,-9938,-409,-261,1,-60,1570,324,
13087,11924,-212,11066,-9855,-366,-242,1,-56,1570,324,
13107,11597,-104,11375,-9685,-309,-258,1,-53,1573,335,
13128,11167,28,11456,-9693,-86,-372,1,-52,1570,330,
13148,10649,-158,11765,-9804,188,-477,1,-48,1568,330,
13168,10234,-540,12312,-9752,164,-386,1,-49,1569,321,
13188,9939,-545,12552,-9565,22,-206,1,-33,1571,331,
13209,9603,-220,12702,-9405,-27,-180,1,-40,1566,318,
13229,9210,-91,12881,-9305,122,-363,1,-32,1578,322,
13250,8877,-211,13166,-9157,248,-581,1,-34,1570,320,
13270,8579,-424,13403,-8985,190,-675,1,-30,1574,314,
13290,8252,-535,13580,-8772,45,-665,1,-30,1572,322,
13311,7945,-611,13880,-8500,-158,-608,1,-30,1570,322,
13331,7628,-526,14007,-8200,-289,-585,1,-30,1576,318,
13351,7301,-572,13994,-8007,-319,-592,1,-27,1571,319,
13372,7064,-785,14162,-7904,-399,-525,1,-34,1576,314,
13392,6802,-863,14474,-7828,-522,-372,1,-13,1573,317,
13413,6518,-645,14688,-7774,-610,-282,1,-25,1573,321,
13433,6232,-647,14782,-7753,-550,-277,1,-15,1575,317,
13453,5941,-753,14941,-7728,-355,-241,1,-17,1569,309,
13474,5634,-816,15151,-7667,-231,-155,1,-12,1574,312,
13494,5314,-791,15292,-7576,-230,-49,1,-15,1579,303,
13514,4984,-727,15370,-7478,-282,-9,1,-13,1569,311,
13535,4647,-739,15560,-7359,-346,25,1,-9,1573,313,
13555,4317,-702,15728,-7187,-239,36,1,-6,1576,312,
13575,4062,-666,15815,-7028,97,58,1,-7,1575,307,
13596,3822,-704,15800,-6919,380,72,1,-6,1570,302,
