t,ax,ay,az,gx,gy,gz,mag_valid,mx,my,mz,
10388,-829,-97,16028,-707,531,6533,1,17,1479,285,
10408,-936,-55,16103,-576,674,6641,1,7,1483,285,
10428,-1022,-40,16083,-405,651,6746,1,20,1466,284,
10449,-1080,-29,16067,-199,444,6874,1,9,1485,281,
10469,-1112,42,16027,5,208,6915,1,10,1478,286,
10489,-1186,172,16040,207,33,6834,1,-1,1481,287,
10510,-1198,183,16145,358,-27,6724,1,12,1482,290,
10530,-1097,105,16154,484,-59,6694,1,6,1476,286,
10550,-1074,160,16126,551,-134,6700,1,8,1474,288,
10571,-1164,320,15984,570,-238,6590,1,9,1471,289,
10591,-1306,355,15848,485,-377,6318,1,1,1475,285,
10612,-1554,484,15834,309,-393,5866,1,9,1469,291,
10632,-1693,466,15673,24,-348,5240,1,0,1464,288,
10652,-1344,140,15513,-390,-404,4802,1,-3,1469,285,
10673,-785,-73,15711,-732,-316,4714,1,1,1459,279,
10693,-634,15,15999,-877,23,4746,1,3,1461,289,
10714,-993,280,16112,-847,412,4690,1,-4,1464,288,
10734,-1268,328,16152,-753,570,4557,1,0,1460,284,
10754,-1230,169,16280,-650,561,4515,1,-3,1459,289,
10774,-1053,63,16316,-509,568,4593,1,-7,1465,289,
10795,-989,132,16254,-358,529,4778,1,-7,1465,281,
10815,-1092,287,16220,-213,459,4949,1,-10,1460,288,
10835,-1324,436,16134,-103,387,4984,1,-5,1459,287,
10856,-1469,397,16072,-76,250,4960,1,-6,1458,284,
10876,-1452,370,16120,-93,122,4940,1,-10,1456,288,
10897,-1221,306,16136,-127,3,4979,1,-8,1462,278,
10917,-1043,266,16150,-142,-127,5141,1,-17,1455,281,
10937,-1069,208,16142,-125,-235,5288,1,-16,1448,288,
10958,-1210,177,16165,-95,-318,5394,1,-17,1457,289,
10978,-1307,199,16192,-108,-320,5411,1,-7,1459,285,
10999,-1447,263,16130,-194,-273,5325,1,-18,1450,294,
11019,-1595,377,16210,-264,-181,5071,1,-17,1449,281,
11039,-1647,323,16372,-233,-109,4782,1,-14,1452,286,
11059,-1632,187,16321,-169,-171,4535,1,-18,1456,288,
11080,-1673,102,16215,-132,-288,4285,1,-18,1454,288,
11100,-1616,-26,16182,-133,-329,4000,1,-18,1448,288,
11120,-1498,-111,16235,-147,-268,3762,1,-21,1449,299,
11141,-1497,-55,16350,-144,-118,3536,1,-15,1457,281,
11161,-1533,8,16421,-102,7,3264,1,-13,1459,287,
11182,-1530,-48,16429,-22,-28,2986,1,-28,1458,282,
11202,-1426,-160,16376,77,-106,2750,1,-19,1453,287,
11222,-1208,-210,16287,156,-206,2632,1,-19,1453,287,
11243,-1100,-29,16267,248,-338,2520,1,-17,1445,285,
11263,-1223,67,16207,357,-445,2285,1,-22,1448,288,
11283,-1246,-121,16096,398,-530,2075,1,-22,1456,294,
11304,-1068,-303,16010,312,-562,2006,1,-28,1446,296,
11324,-917,-284,15993,174,-554,2022,1,-38,1450,288,
11345,-961,-235,15959,51,-535,2029,1,-25,1453,291,
11365,-997,-315,15935,-52,-507,2041,1,-25,1451,277,
11385,-956,-330,15958,-156,-478,2131,1,-31,1453,287,
11406,-1006,-165,16025,-197,-411,2128,1,-28,1446,290,
11426,-1099,-172,16039,-192,-347,2022,1,-24,1452,286,
11447,-1078,-205,15971,-217,-330,1952,1,-25,1447,287,
11467,-1001,-187,15870,-297,-370,1916,1,-24,1448,286,
11487,-899,-229,15848,-395,-431,1832,1,-32,1452,284,
11507,-864,-299,15969,-402,-399,1687,1,-29,1445,283,
11528,-988,-317,16149,-291,-300,1485,1,-24,1446,288,
11548,-1168,-306,16195,-143,-270,1249,1,-31,1441,293,
11569,-1181,-294,16152,-56,-349,1052,1,-29,1455,283,
11589,-1079,-298,16149,-69,-460,910,1,-40,1436,290,
11609,-1046,-351,16216,-197,-516,793,1,-33,1441,291,
11630,-1092,-466,16283,-377,-461,692,1,-35,1447,285,
11650,-1255,-673,16206,-594,-62,377,1,-30,1448,288,
11670,-1206,-534,15969,-603,889,133,1,-33,1443,287,
11691,-1134,-369,16190,-774,1416,-78,1,-28,1446,292,
11711,-1136,-344,16292,-840,1746,-180,1,-25,1449,289,
11732,-1236,-215,16408,-834,1708,-211,1,-28,1450,286,
11752,-1372,-97,16443,-652,1450,-276,1,-22,1452,284,
11772,-1442,-113,16415,-346,1047,-294,1,-26,1454,292,
11792,-1412,-154,16501,39,610,-240,1,-28,1448,290,
11813,-1347,-214,16520,360,235,-166,1,-28,1456,292,
11833,-1286,-260,16443,547,-88,-43,1,-26,1446,282,
11854,-1239,-241,16385,565,-321,117,1,-24,1448,284,
11874,-1282,-161,16335,452,-364,235,1,-24,1448,288,
11894,-1382,-152,16245,223,-269,309,1,-24,1454,288,
11915,-1420,-196,16220,-78,-92,377,1,-30,1438,292,
11935,-1374,-191,16243,-342,77,408,1,-23,1455,281,
11955,-1356,-139,16245,-543,153,428,1,-29,1449,283,
11976,-1415,-34,16229,-654,145,411,1,-24,1452,292,
11996,-1498,-14,16252,-645,123,330,1,-32,1448,288,
12016,-1504,-28,16306,-544,119,233,1,-30,1448,292,
12037,-1490,-15,16337,-414,119,148,1,-21,1445,291,
