t,ax,ay,az,gx,gy,gz,mag_valid,mx,my,mz,
13075,-1505,-183,16036,-1231,622,1367,1,-113,1495,273,
13095,-1683,-245,16044,-1642,393,1083,1,-102,1486,284,
13116,-1922,-471,15977,-1968,384,1016,1,-107,1489,275,
13136,-2232,-544,15956,-2168,690,1071,1,-113,1489,283,
13156,-2404,-571,15931,-2174,1306,1076,1,-103,1485,275,
13177,-2495,-274,15941,-1974,1745,1137,1,-106,1488,286,
13197,-2657,42,16104,-1660,1842,1272,1,-103,1491,281,
13218,-2761,343,16442,-1305,1587,1404,1,-98,1494,286,
13238,-2801,450,16665,-860,865,1496,1,-111,1491,283,
13258,-2739,482,16820,-479,50,1422,1,-100,1490,284,
13279,-2527,252,16722,-213,-597,1286,1,-102,1484,284,
13299,-2428,46,16470,-27,-972,1182,1,-103,1491,277,
13319,-2514,-111,16202,161,-1122,941,1,-108,1474,280,
13340,-2648,-256,16043,465,-1073,791,1,-103,1489,277,
13360,-2682,-409,15859,893,-924,661,1,-112,1490,278,
13380,-2719,-455,15637,1252,-622,441,1,-110,1486,278,
13401,-2611,-518,15546,1439,-135,200,1,-101,1487,285,
13421,-2302,-467,15502,1360,327,102,1,-106,1492,284,
13441,-1957,-256,15598,1056,554,203,1,-109,1491,291,
13462,-1834,-98,15800,484,492,418,1,-109,1485,289,
