1032,188,16446,-5,-100,109,1,43,1587,277,
1032,187,16448,-6,-97,110,1,45,1583,267,
1029,188,16450,-5,-99,109,1,40,1594,270,
1031,182,16459,-4,-102,111,1,44,1590,280,
1032,181,16459,-3,-103,109,1,47,1595,269,
1039,180,16452,-4,-104,107,1,44,1588,264,
1040,174,16453,-7,-101,107,1,46,1582,266,
1042,183,16448,-7,-101,108,1,40,1590,268,
1038,183,16449,-8,-100,110,1,44,1590,266,
1035,180,16445,-5,-97,109,1,48,1590,268,
1034,181,16444,-2,-100,112,1,45,1593,269,
1036,184,16448,-1,-102,112,1,44,1592,270,
1034,184,16454,-1,-100,110,1,44,1586,270,
1029,184,16463,-3,-104,109,1,40,1592,266,
1024,179,16465,-3,-101,108,1,44,1588,274,
1027,189,16465,-5,-102,111,1,44,1598,266,
1040,195,16466,-6,-100,107,1,31,1587,265,
1038,190,16456,-4,-100,109,1,44,1592,268,
1037,192,16462,-6,-102,108,1,43,1593,271,
1040,190,16466,-4,-102,110,1,44,1584,268,
1043,184,16471,-3,-103,110,1,43,1593,269,
1043,187,16472,-3,-101,109,1,47,1583,269,
1039,181,16465,-6,-99,110,1,40,1598,268,
1030,182,16472,-4,-101,110,1,42,1596,262,
1029,182,16462,-4,-99,108,1,44,1592,270,
1028,181,16456,-4,-102,108,1,49,1587,267,
1023,188,16459,-5,-102,110,1,41,1589,271,
1025,190,16454,-2,-99,110,1,46,1594,274,
1025,192,16454,-2,-106,107,1,44,1584,274,
1024,185,16457,-3,-101,110,1,37,1585,267,
1024,189,16454,-1,-99,109,1,44,1588,272,
1028,195,16450,-1,-100,108,1,48,1586,266,
1030,195,16441,2,-97,110,1,44,1586,262,
1023,192,16447,3,-99,111,1,40,1582,270,
1027,190,16458,1,-98,111,1,43,1591,267,
1025,195,16453,1,-98,111,1,43,1581,263,
1022,190,16442,-1,-105,112,1,39,1589,271,
1025,185,16445,0,-104,111,1,49,1585,269,
1027,182,16457,-4,-102,110,1,39,1587,269,
1033,181,16447,-4,-101,113,1,44,1590,270,
1033,189,16443,-2,-103,114,1,47,1593,273,
1035,194,16447,-3,-104,112,1,48,1586,270,
1029,196,16450,-5,-102,112,1,42,1586,272,
1035,195,16457,-3,-104,111,1,41,1589,265,
1034,199,16455,-3,-104,113,1,38,1584,264,
1032,191,16458,-2,-104,113,1,49,1593,271,
1028,197,16445,1,-106,114,1,36,1598,264,
1037,194,16448,-1,-107,112,1,50,1590,268,
1040,192,16443,-2,-107,111,1,37,1587,271,
1040,187,16450,1,-104,110,1,45,1587,271,
1037,191,16454,-1,-105,108,1,47,1593,265,
1037,193,16464,-1,-103,108,1,52,1588,268,
1039,191,16467,1,-100,107,1,35,1593,273,
1040,190,16477,-1,-100,107,1,48,1582,272,
1042,190,16460,-1,-100,112,1,45,1587,273,
1037,185,16469,-2,-97,111,1,44,1586,266,
1037,192,16456,-4,-102,111,1,48,1594,282,
