860,951,16458,3,-106,116,1,36,1604,278,
855,955,16463,4,-105,115,1,39,1607,271,
849,946,16465,3,-105,117,1,50,1608,280,
859,949,16466,5,-106,113,1,43,1607,275,
855,943,16470,5,-106,112,1,46,1606,276,
843,941,16459,4,-105,112,1,37,1607,269,
852,948,16452,5,-107,113,1,49,1609,275,
852,950,16446,6,-107,112,1,44,1606,266,
854,942,16445,4,-108,116,1,45,1607,279,
855,934,16449,4,-109,111,1,42,1608,270,
861,936,16441,2,-111,112,1,43,1601,273,
859,934,16445,3,-111,113,1,38,1610,274,
855,935,16456,5,-112,114,1,41,1607,271,
851,937,16458,7,-108,115,1,45,1611,283,
847,936,16461,8,-108,114,1,44,1610,274,
848,936,16450,11,-112,115,1,47,1609,275,
856,940,16446,9,-108,116,1,42,1608,278,
850,943,16449,4,-107,114,1,39,1611,273,
847,938,16442,3,-106,113,1,47,1603,275,
844,942,16440,2,-107,111,1,44,1604,278,
850,943,16443,1,-108,111,1,45,1609,277,
848,948,16455,1,-107,112,1,44,1610,268,
849,948,16443,1,-109,112,1,41,1607,273,
844,948,16443,2,-110,116,1,40,1610,272,
851,950,16436,4,-108,115,1,38,1600,270,
850,950,16442,7,-108,114,1,44,1610,278,
851,951,16436,7,-109,113,1,41,1613,281,
859,954,16448,6,-109,108,1,46,1604,274,
857,950,16440,7,-105,111,1,39,1601,273,
847,945,16442,5,-104,111,1,44,1604,272,
852,940,16444,7,-108,111,1,35,1605,277,
854,942,16446,7,-105,114,1,50,1608,274,
849,941,16455,8,-107,117,1,45,1603,269,
857,950,16448,10,-106,121,1,46,1614,272,
859,945,16462,10,-107,119,1,44,1604,272,
859,944,16461,9,-108,115,1,45,1613,269,
859,948,16448,10,-106,116,1,43,1599,269,
852,950,16450,7,-101,116,1,45,1603,269,
859,950,16453,7,-104,118,1,44,1608,268,
852,947,16450,6,-105,117,1,42,1610,272,
846,942,16448,5,-105,117,1,39,1615,277,
850,935,16444,9,-106,116,1,44,1604,276,
853,938,16442,9,-104,113,1,36,1608,270,
858,939,16447,10,-106,112,1,49,1605,269,
857,939,16455,8,-107,115,1,47,1613,271,
857,938,16455,7,-105,114,1,42,1604,272,
857,939,16452,9,-103,115,1,44,1604,270,
851,941,16450,7,-104,114,1,40,1608,272,
855,942,16446,7,-105,117,1,50,1602,280,
853,940,16452,10,-107,112,1,44,1608,266,
856,940,16451,12,-104,115,1,41,1607,269,
854,942,16458,9,-105,117,1,51,1603,275,
853,941,16459,8,-106,117,1,44,1608,278,
855,943,16455,8,-105,116,1,50,1608,276,
857,945,16451,7,-104,114,1,41,1611,275,
858,945,16463,11,-103,113,1,44,1602,272,
858,945,16464,7,-102,115,1,45,1599,273,
