1057,-338,16476,-2,-110,118,1,51,1597,271,
1057,-320,16495,10,-113,115,1,53,1593,277,
1063,-328,16459,3,-104,116,1,56,1590,268,
1057,-332,16470,2,-106,116,1,54,1596,274,
1056,-331,16472,4,-105,118,1,46,1600,266,
1053,-338,16465,4,-103,119,1,43,1603,267,
1056,-327,16469,2,-106,120,1,46,1588,278,
1065,-328,16471,6,-107,120,1,45,1595,273,
1060,-329,16471,4,-108,119,1,52,1598,274,
1060,-323,16462,4,-107,120,1,43,1595,267,
1052,-322,16472,1,-107,117,1,52,1596,278,
1053,-326,16480,2,-108,117,1,42,1600,270,
1063,-327,16477,2,-107,116,1,46,1600,276,
1066,-326,16477,2,-108,117,1,46,1596,266,
1063,-325,16477,4,-112,115,1,52,1594,274,
1070,-321,16471,6,-112,116,1,49,1599,281,
1072,-318,16474,4,-107,118,1,46,1592,276,
1064,-324,16473,9,-109,116,1,46,1594,268,
1067,-328,16474,7,-108,118,1,48,1590,274,
1070,-322,16464,8,-107,117,1,49,1595,263,
1068,-327,16472,8,-109,118,1,46,1598,268,
1062,-326,16464,5,-111,119,1,47,1591,273,
1068,-329,16469,8,-111,119,1,40,1594,270,
1062,-332,16463,7,-111,120,1,46,1592,266,
1057,-329,16454,9,-110,118,1,42,1592,272,
1052,-334,16448,5,-109,119,1,47,1595,273,
1056,-334,16451,4,-108,116,1,54,1600,272,
1061,-331,16453,6,-109,117,1,50,1594,268,
1066,-331,16462,2,-110,116,1,56,1588,266,
1063,-334,16473,-1,-110,114,1,47,1595,275,
1067,-331,16478,1,-108,117,1,51,1591,269,
1064,-328,16480,1,-110,117,1,45,1599,277,
1065,-332,16474,3,-107,116,1,47,1587,275,
1052,-343,16458,2,-108,116,1,49,1591,269,
1054,-349,16463,1,-112,119,1,50,1602,274,
1058,-342,16471,1,-109,118,1,44,1598,276,
1063,-342,16468,-3,-109,117,1,50,1592,278,
1062,-335,16467,-3,-109,117,1,41,1597,271,
1065,-334,16460,-2,-107,120,1,49,1593,271,
1061,-327,16462,2,-104,122,1,46,1594,272,
1062,-321,16458,0,-105,120,1,46,1592,268,
1058,-328,16454,-1,-103,118,1,45,1597,275,
1062,-331,16456,2,-106,116,1,40,1588,274,
1056,-327,16452,1,-109,117,1,55,1591,281,
1058,-332,16449,0,-108,116,1,46,1594,268,
1062,-326,16451,0,-106,118,1,41,1591,273,
1055,-317,16456,0,-108,115,1,52,1598,272,
1059,-325,16463,4,-106,114,1,47,1595,263,
1065,-324,16470,7,-105,116,1,48,1604,274,
1063,-323,16464,4,-106,114,1,48,1594,272,
1060,-321,16456,3,-104,113,1,45,1591,273,
1051,-321,16457,2,-106,115,1,42,1590,274,
1046,-324,16457,0,-106,117,1,49,1601,271,
1049,-324,16456,0,-105,119,1,49,1591,275,
1046,-322,16454,-2,-106,115,1,45,1599,273,
1050,-325,16465,-2,-103,116,1,46,1602,270,
1047,-330,16462,2,-104,118,1,48,1596,276,
1046,-327,16460,1,-105,118,1,44,1592,266,
1054,-332,16465,-2,-104,119,1,49,1597,275,
1054,-325,16472,1,-104,120,1,45,1593,273,
1051,-320,16460,2,-106,115,1,38,1592,266,
1055,-323,16451,6,-108,119,1,53,1599,275,
1050,-325,16457,6,-109,118,1,44,1588,264,
1052,-330,16453,6,-108,120,1,49,1591,269,
1052,-327,16458,5,-106,118,1,49,1593,279,
1051,-330,16446,0,-106,116,1,48,1596,278,
1056,-333,16446,1,-108,116,1,49,1595,269,
1060,-333,16454,0,-109,114,1,48,1592,274,
1054,-330,16456,0,-110,116,1,49,1591,269,
1054,-331,16457,1,-108,118,1,47,1593,271,
1055,-326,16459,-3,-109,117,1,48,1598,272,
1056,-324,16456,-3,-106,117,1,58,1596,272,
1056,-324,16463,-1,-105,112,1,46,1596,270,
1055,-323,16472,0,-107,112,1,46,1594,272,
1062,-329,16471,1,-107,113,1,50,1592,268,
1062,-318,16463,2,-108,113,1,36,1596,272,
1064,-319,16484,5,-110,115,1,47,1595,271,
1066,-326,16486,6,-109,119,1,47,1591,273,
1061,-329,16477,1,-108,119,1,44,1600,274,
1061,-335,16474,1,-107,115,1,43,1605,275,
1071,-332,16458,0,-106,116,1,44,1590,274,
1067,-328,16464,-1,-109,118,1,54,1594,278,
1070,-334,16458,1,-108,115,1,50,1592,268,
1065,-333,16462,-4,-109,119,1,48,1594,274,
1060,-329,16474,1,-108,119,1,42,1598,278,
1063,-332,16467,2,-112,118,1,43,1589,267,
1055,-325,16470,4,-112,114,1,48,1594,272,
1057,-340,16459,5,-109,117,1,39,1593,265,
1058,-336,16463,2,-109,113,1,39,1595,275,
1065,-336,16455,5,-109,112,1,53,1591,273,
1050,-328,16461,1,-108,115,1,44,1590,272,
1053,-337,16475,0,-107,120,1,48,1590,274,
1047,-323,16474,1,-110,117,1,48,1594,270,
1052,-316,16453,0,-108,117,1,41,1595,273,
1049,-332,16457,2,-114,117,1,46,1600,272,
1059,-324,16457,2,-116,119,1,45,1605,269,
1050,-326,16460,6,-111,115,1,49,1597,279,
1051,-330,16459,6,-108,114,1,42,1594,274,
1055,-332,16454,2,-110,114,1,50,1592,274,
1056,-322,16484,7,-108,115,1,43,1593,273,
1059,-321,16482,6,-106,118,1,42,1596,278,
1052,-311,16484,2,-107,118,1,54,1596,274,
1053,-318,16478,2,-108,121,1,52,1592,262,
1051,-321,16474,2,-111,117,1,43,1591,265,
1057,-318,16470,5,-106,114,1,44,1596,270,
1059,-318,16458,2,-107,111,1,49,1591,279,
1064,-329,16449,7,-102,111,1,44,1590,268,
1058,-330,16454,6,-104,115,1,49,1597,261,
1063,-328,16484,5,-106,116,1,46,1596,264,
1072,-334,16497,5,-106,115,1,49,1591,271,
1066,-329,16475,7,-108,115,1,45,1591,275,
1065,-323,16463,2,-109,117,1,47,1591,271,
1059,-324,16464,3,-110,119,1,50,1598,278,
1051,-322,16449,4,-108,119,1,48,1596,266,
1059,-328,16459,0,-106,116,1,47,1595,271,
1061,-329,16461,-1,-108,114,1,54,1590,274,
1058,-326,16461,-1,-103,120,1,47,1591,273,
1051,-323,16467,4,-103,122,1,49,1587,269,
1053,-330,16475,8,-107,119,1,54,1596,280,
1064,-327,16470,7,-108,119,1,50,1596,272,
1058,-329,16472,6,-106,117,1,52,1594,266,
1059,-327,16464,0,-106,117,1,45,1597,271,
1061,-323,16465,2,-112,116,1,48,1598,270,
1061,-326,16463,3,-114,117,1,46,1600,276,
1052,-324,16474,5,-116,116,1,56,1594,274,
1057,-317,16465,2,-116,114,1,39,1597,275,
1054,-331,16464,2,-115,114,1,39,1595,269,
1052,-341,16461,4,-112,117,1,44,1592,276,
1054,-336,16472,0,-106,119,1,50,1594,274,
1057,-332,16467,-2,-115,119,1,39,1599,271,
1061,-326,16467,0,-115,118,1,50,1600,276,
1052,-331,16481,0,-109,120,1,41,1589,279,
1055,-322,16476,-1,-108,119,1,50,1592,280,
1049,-325,16474,1,-109,120,1,43,1601,275,
1058,-328,16476,4,-115,121,1,47,1599,275,
1059,-323,16465,0,-117,115,1,48,1600,276,
1052,-328,16468,1,-110,121,1,49,1591,275,
1046,-327,16459,-1,-114,120,1,43,1591,269,
